,score,text
113,0,관람객 2점도 아깝다진짜로 왜봤징왜본건지도모르겠움 그냥 정우성잘생겼다 곽도웡 연기잘한다 끝
114,0,넘 지루하고 재미 없었음
115,0,쓰래기시간이아까움...
116,0,그냥 넷플에서 미션임파서블 폴아웃 한 번 더 보세요..
117,0,대통령중에 한 대통령이 제일 멍청하며 희생만 하는 식으로 나옴 북 대통령이 영어를 구사하는데 한 대통령은 영어를 못함 ㅋ
118,0,와...나만 당할순없지.모두 보러가세요~~제발
119,0,장난하나 진짜... 현정권 찬양으로 시작해서 찬양으로 끝남. 영화라고 부르기도 싫음...
120,0,No재팬의 연장선상..
121,0,영화를보며 눈물이날것 같았습니다.너무 재미 없어서 계속 곧 재밌어질거라 자신을 다독였지만 너무 노잼이라 그이후엔 이 영화를 왜 만든걸까 생각하고 평점에 낚인 제자신이 불쌍하네요같이본 남친은 평덤5점 남기래요 다같이 ...
122,0,전형적인 주사파  NL 진영의  철지난 읍소 BUT 180석 거대여당이 장악한 현실에서 곧 전개될 현실
123,0,세상에나.보다가 졸앗다
124,0,장르가 판타지인가요?ㅋㅋㅋㅋ
125,0,관람객 돈내고 보기엔 아까워요 정훈교육 듣는줄..
126,0,반미를 노골적으로 외치면서 미국 80년대 대통령 우상영화 스토리를 그대로 차용하고 북한 변명하다 끝나는 전형적인 선전영화ㅋ 솔까 트럼프 이미지 그런건 웃는다 쳐 김정일은 왜 그런건데 도데체 너무뻔한 정치색에 우상화ㅋ...
127,0,스포일러가 포함된 감상평입니다. 감상평 보기 대깨문 모여라~대깨문 탈출은 지능순
128,0,이제 평론가도 매수하나요?
129,0,"중간중간 의미없는 독도강조,김정은 미화,일본 악역,쿠키영상 반강제로 보게끔 유도 등등. 정치색 까진 그렇다 쳐. 일단 재미가 없는게 제일 문제임. 28살 처음 졸아본 인생작임.걍 북미회담 못이루었던걸 영화에 이루어 ..."
130,0,반도 피했는데 강철비는 못 피함
131,0,와 정말 재밌어요!@
132,0,현실성 제로. 일단 연기자들 연기력도 몰입이 안됨
133,0,노쥄....배우들이 짱짱함그게 끝... 개노쥄..그돈으로 커피사먹는게 나아욤..
134,0,진짜 최악의 영화네요. 이게 어떻게 개봉할수 있었는지 의문스럽습니다.
135,0,아니 이런영화에 1점이상 주는건 알바 아니며누제정신이 아니라 생각합니다
136,0,
137,0,하 진짜 심각하다 재미 없어도 너무 없음 아까운 내 시간
138,0,걍 반미주의 미국호구 만들고 북한 띄워주는 스토리쓰레기영화
139,0,전부 별로입니다 진짜로 제말 믿어주시라우
140,0,강철멘탈만 보세요 제발
141,0,진짜 돈아깝고 시간아깝네ㅋㅋㅋㅋ
142,0,평점 쓸 가치도 없음
143,0,최악...그 돈으로 마스크나 살 걸...
144,0,트럼프를 병X으로 만든 건 그렇다쳐도 김증은 포장을 참 잘해주셨군요. 김증은이 감독님 이 영화에 깊은 사의를 표하시겠어요. 나중에 문대통뇽 헌정 영화도 만드실거죠?ㅋ
145,0,아 내 소중한 시간이..
146,0,참 할말 없다! 북한 미화 이게 제 2의 판도라냐?
147,0,김정은 대변인  문재앙 이  좋아 하것네     뭐 하자는 영화냐 김정은 찬양.  반미 반일 선동 하는 영화여  뭐여
148,0,김정은과 북한을 미화하는 재앙 영화 입니다
149,0,"쓰레기, 한국은 북한 비서실이다 하고 대놓고 인정하는 영화"
150,0,이건 적당히 친북 수준이 아니라 거의 대놓고 반일 종북수준 영화 지금 21세기에 이런 시대착오적 영화가 나오다니...대단타...
151,0,그 대통령에 그 영화지 뭐
152,0,스포일러가 포함된 감상평입니다. 감상평 보기 마지막 독도 뷰는 좋던데
153,0,뭔가 잘못된 기분. 흥밋거리라고 해도 찝찝함. 이런 기분을 노린 건가요??
154,0,정말 북한미화가 걱정된다! 북한은 사회주의 공산국가들도 이단사이비라고 비판하는 나라를 이렇게 우리민족평화통일 가져다 붙이며 돼지새끼를 미화하다니! 주사파들은 김일성 김정일 김정은 3대를 유일신으로 모신다는 확신을 하...
155,0,정우성 나온 영화는 믿고 거르는게 이젠 진리
156,0,정말 수준 떨어지는 북한 찬양하는 영화.자꾸 영화가 왜 이러는지 원~~~
157,0,김정은 미화영화극혐
158,0,2020년에 고무신선거에 고무신작 신파?
159,0,철없는 국뽕영화. 김진명 소설 보는줄
160,0,평점믿는흑우없제??
161,0,마지막으로 말한다. 보지마라
162,0,최악 미친 이딴걸 만들고 영화라니 월북이나들 해라
163,0,감독이 간첩인듯...   북한을 찬양... 미국은.일본 악마로표현...
164,0,이거 북한정치 선동영화임 내용도 없고 김정은만 찬양함..트럼프가 김정은한테 맞음
165,0,문재앙=정우성 어처구니 미화 ㅋㅋ
166,0,개판이네..
167,0,정말 보기 토나올 정도 우덜식 정치 선동 영화
168,0,햐아 이것도 영화라고 만들었나?진짜 정상이 아니구나~ 한마디로 쓰레기물이네. 돈과 시간이 아깝다.
169,0,참 한숨나오네 이영화 북한 영화 맞나요??
170,0,오랜만에 극장가서 반도보고 재밌어서 다시찾은 극장.하..강철비 1 거기서 끝냈어야했다..물론 주관적인 내 생각이기에 다른분들께서 극장가서 직접 보시고 판단들 하시겠지만 내 경우엔 다시 극장 가기가 귀찮아진 영화
171,0,희대의 쓰렉
172,0,공작이후로 중간에 뛰쳐나가고 싶었던 영화였다
173,0,안어울리는 배역에 열연하는 배우들이 불쌍함..스테레오타입에만 의존한 등장인물들의 설정과 SNL을 보는 듯한 콩트들..치우쳐진 정치색에 손발이 오그라드는 실패한 국뽕..이런 연출이 어떻게 가능했는지 감독의 배짱에 찬사...
174,0,최악의 영화다 정말 재미 없다 1편 생각해서 볼 사람들 다시 잘 생각해라 시간낭비 하지 말자
175,0,"정치적인걸 떠나서 그냥 영화 자체가 넘 지루하고 연출 엉망이다. 긴장감도 없고 엉뚱하게 개그인지 다큐나레이션인지  이도 저도 아닌 어설픈 정치 허접 유치한 아침 드라마가 되버렸다 , 하도 볼영화 없는 때라 반가운 개..."
176,0,스포일러가 포함된 감상평입니다. 감상평 보기 연기 : 정우성 딕션 너무 안좋음. 신정근 곽도원이 캐리함.스토리 및 연출 : 지금 정권이 가진 북한과의 관계에 대한 이상이 강하게 투영 된 판타지소설.kbs1이나 ebs에서 역사교육을 위한 시청각자료를 만든다면 이...
177,0,냉정하게 재미없다 1990년대말에서 2000년초반을 보는듯한 연출이다
178,0,그 영화 입니다.  이영화에 진짜 주인공은 앵거스 맥페이든 입니다.. 애상대로 그 엔딩 입니다.. 코믹 영화 입니다..
179,0,장난칩니까유치하고 억지스러운 연출은 뭡니까이 배우들 데리고 이게 최선입니까진심 보다 나올뻔
180,0,중졸학력 배우가 대통령연기하니 사실감이 떨어진다. 유치하고 정치색 잔뜩입힌 망작
181,0,문재앙=정우성 어처구니 미화 ㅋㅋ
182,0,어이가 없는 영화..현실도피영화인가?ㅋ김ㅈㅇ이 꽃미남~국뽕도 아니고 북뽕영화. 일본을까면서 심지어 배급사는 롯데~정말 아무생각도 없는 영화~~ 1점이있는지 모르고 2점씩이나 줬네~수정함 ㅋ
183,0,아오 이것도 영화라고... 감독이 국민 교육시키려고 만들었다가 어맨 관객들 열받게 하는 영화
184,0,완전 북한 영화인듯;;  이시대에 유치찬란..정우성은  여전히 발연기..이제 원로배우수준인데 늘지도 않네요..
185,0,살다살다 이런 재미도 없고 감동도 없고 북한만 빠는 영화는 첨이다ㅡㅡ뭔생각으로 만들었는지...ㅉㅉ
186,0,최악의 거짓 영화 큰일이다 진짜
187,0,너무지루합니다.1편보다 못한듯
188,0,정말 욕도 아깝다..
189,0,그냥 자유대한민국은 그대로 두고 니들이 빠는 나라 가서 만들어라ㅋ 좌빨들 뇌세척 프로파간다 지린다 진짜ㅋ 중졸 새끼가 인터뷰에서 역사교육 어쩌고 저쩌고 하는 것도 개코미디인데 초대졸 새끼가 유사헌법학자인걸 생각해보면...
190,0,주사파에 의한 문죄인의 김정은을 위한 영화
191,0,"1도 말아먹고, 2도 시원하게"
192,0,시나리오가 말도 안됩니다. 더이상 볼 수가 없어서 중간에 나옴.유연석 캐릭터 너무 어색하고 정우성 얼굴만 보다 나옴
193,0,재밌다는분들 이해가 안됨...기대를 안하고 봤지만 진짜 재미없음시간낭비 돈낭비...
194,0,진짜 진짜 진짜 제발 보지마세요 차라리 반도를 보세요
195,0,"문화의날 5천원행사에 봤는데도 시간&돈 아까울정도였어요 평점 알바들인지 너무 높여놔서 1점 드립니다 ""잠수함, 북한, 통일"" 이거 세가지 좋아하는사람만 보세요"
196,0,솔직히 지금 보고왔는데 진짜 재미없네요 정치이야기만 열라 다루고 진짜 졸려요 솔직히
197,0,연기가 별루대통령이 너무 젊다
198,0,강철비1이 오히려 독약
199,0,스포아니다 반도= 모하비 강철비 = 잠수함 더이상의 설명은 생략한다. 우성이형 도원이형 실망띠
200,0,잠수함때문에 1점줌나머지는 0점
201,1,관람객 신정근배우님   응원합니다^^
202,0,관람객 내용도 단순하고 내용전개도 다 뻔해서 어린이용 만화 파워레인저같은거 본것 같네요. 그냥 잠수함 전쟁 시뮬레이션 같은것에 관심 많으신분들은 만원내고 보면될듯
203,0,관람객 원작에 비하여 좀 부족한 느낌이었어요
204,0,"진부한 스토리나 좌파적 시각은 말하기도 귀찮고, 액션은 볼만했는데 이마저도 헌터킬러를 따라한 느낌이라 별로였음. 헌터킬러나 보러가세여"
205,0,세상에 이런 영화가 우리나라에 나올 수 있다는게 극적이다.. 좌도 우도 아니지만 이런게 영화라고.. 요즘은 간첩도 영화 만드나보네요 .. 딴 영화도 아니고 평론가들 7점씩 주다니 싹다 미친것 같음
206,0,이게 영화냐? 괴벨스식 선동이냐?
207,0,최악영화네요편향된 시선
208,0,돈이아깝다
209,0,완전 새빨간 영화입니다
210,0,제발... 이런 영화는... 다시는 만들지 말길...제발..
211,0,코로나 이용한 대통령의 문화생활 하라는 메세지와 김정일 우상화. 주사파들이 대한민국을 망하게 하려고 미친짓을 하는구나? 소름끼쳐. 이런걸 좋다고 하는건 백퍼 대깨문!
212,0,내돈 ㅠㅠ
213,0,공산주의 사회주의 미화 영화 박근혜 나와를 외치던 정우성은 문재인이 되어 강철비2를 찍었다
214,0,그냥 빨갱이 영화ㅡㅡ재미도 감동도 그냥 멍때리는 영화
215,0,Fuck만 기억에 남네요
216,0,"픽션도 팩션도 아닌 같잖은 주입식 영화. 풍자라기엔 스토리가 빈약하기 그지없고, 욱여넣은 코미디는 부장님 개그보다 못하다. 이 영화에서 진짜 '지도력'을 보여준 건 북한 부함장뿐이라는 아이러니까지 추가..."
217,0,부산행의 반의 반도 못간 반도처럼차라리 강철비1이훨씬나은 후속작스토리전개나 억지 정치색을 내려다끝난 영화거의 한시간 반가까이 손발오글오글 차라리강공으로나가든 아니면 점점 전개를 극한에치닫게올리든지하지 진짜 조조로 보...
218,0,제발 이런 낭만적 대북관에 기초한 영화 만들지 마세요.. 한숨만 나옵니다
219,0,알바풀었나? 개재미없음이건 아님
220,0,관람객 기대보다는 별로였음 ..
221,0,왜 찍었나 싶을 정도로 정말 심각한 수준입니다.
222,0,빨갱이 미화 영화. 할말 없음.
223,0,한국 북한 미국 나라 이름 빼고 모두 지어낸 거짓 판타지 영화
224,0,영화를 이런식으로 의도있게 만들면 안됨. 아무리 픽션이라도 정도가 있지. 영화보고 기분나쁜건 처음이네
225,0,돈 주고 보고 싶지 않는 영화
226,0,문재인이 짜파구리 쳐 먹으면서 보면 좋아할영화
227,0,이영화 평점이 왜 8점이 넘는거야?
228,0,연기도 내용도..별로
229,0,아...감상포인트 ?? 스토리...너무 개차반인걸 인지하면서 보면 될 듯하네요.내가 뭘 본거지. 1편에서 간첩이 2편에 대통령되는게 주제인가???
230,0,1점도 주기 싫어지네요 이걸 영화라고 만든 감독이나 출연한배우들은 올바른 역사관을 다시 배우시길 바랍니다
231,0,스포일러가 포함된 감상평입니다. 감상평 보기 말도안되는 정말실망스런영화네요 돈 시간아까움
232,0,선동 영화....토악질이 나서 힘들었다...
233,0,빨간맛영화
234,0,이딴걸 영화라고 만들었나? 주사파 빨갱이들만 좋아할 영화
235,0,미국 대통령은 무조건 나쁜 사람인거고 대한민국 대통령은 서민인거고 북한 위원장은 우리가 쩔쩔매면서 달래야하는 존재냐?
236,0,ㅋ 그냥.... 김정은을 위한 영화 ?
237,0,심하네 ~~ 북한에서 개봉하면 좋을 영화 ~~~
238,0,현실을 미화해도 이리까지 할수잇나 그냥 소설이라하면 되겟네
239,0,심각한 쓰레기.   국내 영화역사 60년중 최악의 저질 영화
240,0,북괴를 빠는 빨갱이 영화 극혐인데 흥행 실패했으면 좋겠다
241,0,6.25전범은빨아주고 이나라도와준국가는 까기바쁜미친나라에 미친영화
242,0,휴....보고있는중인데 그냥 나갈까
243,0,뻔한 좌빨선동영화...  코로나로 개봉한 영화가 없어서 그나마 봤지만 중간에 구역질이 나서 뛰쳐나오고 싶었다.  보고 싶거든 두달쯤후에 집에서 보는 것이 나을 듯하다.
244,0,
245,0,쓰레기같은 영화 ㅋㅋ 절대 보지마시길
246,0,평론가 새끼들 잠수함에 가두고 싶다
247,0,정우성 이정재 둘이 친구지만 한쪽은 정치선동물 한쪽은 작품성 참비교됩니다
